quantity,prefix,style and dimensions,outer cover,foam,underpanel,incontinence cover,colour,notes,descriptions,pn,part_of_sequence,date_as_string,rigidiser cover
1,1110,00 - 1216,0,0,0,0,,,"Cushion Rigidiser 12"" wide x 16"" depth",1110-12XX-200,42.1,221116,1
1,1123,SC - 1618,1,0,0,0,028 Calypso Pink,,"Vigour Standard Contour Cushion spare outer breathable cover, 16"" wide x 18"" deep",1123-1618-6SC_028,5.4,221117,0
1,1125,SC - 2020,1,0,0,0,077 Royal Purple,,"Spex Standard Contour cushion spare outer breathable cover, 20"" wide x 20"" deep",1125-2020-6SC_077,6.1,221114,0
1,1125,SC - 2020,1,0,0,0,077 Royal Purple,,"Spex Standard Contour cushion spare outer breathable cover, 20"" wide x 20"" deep",1125-2020-6SC_077,6.11,221114,0
1,1125,SS - 1417,1,0,0,0,077 Royal Purple,Jay-Label: Attach Jay Label; 1111-0491-077: Change cushion outer cover border fabric to Royal Purple,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x [17]"" deep",1125-14XX-6SS_077,36.2,221114,0
1,1105,SS - 1314,1,1,1,1,090 Granite Grey,,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 13"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1314-0SS_090,37.1,221114,0
1,1125,SS - 1314,1,0,0,0,090 Granite Grey,,"Spex Kidz Superhigh Contour Step cushion spare outer breathable cover, 13"" wide x 14"" deep",1125-1314-6SS_090,37.2,221114,0
1,1125,SS - 1820,1,0,0,0,090 Granite Grey,Note: Spex Manufacturing Notes. Note: For Sunrise Medical Canada,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6SS_090,1.3,221114,0
1,1125,SS - 1820,1,0,0,0,090 Granite Grey,Note: Spex Manufacturing Notes. Note: For Sunrise Medical Canada,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6SS_090,1.4,221114,0
1,1125,SS - 1112,1,0,0,0,000 Black,Jay-Label: Attach Jay Label,"Spex Kidz Superhigh Contour Step cushion spare outer breathable cover, 11"" wide x 12"" deep",1125-1112-6SS,32.18,221103,0
1,1125,SS - 1212,1,0,0,0,044 Bumblebee Yellow,,"Spex Kidz Superhigh Contour Step cushion spare outer breathable cover, 12"" wide x 12"" deep",1125-1212-6SS_044,9.8,221103,0
1,1125,SS - 1212,1,0,0,0,077 Royal Purple,,"Spex Kidz Superhigh Contour Step cushion spare outer breathable cover, 12"" wide x 12"" deep",1125-1212-6SS_077,4.7,221107,0
1,1125,SS - 1212,1,0,0,0,077 Royal Purple,,"Spex Kidz Superhigh Contour Step cushion spare outer breathable cover, 12"" wide x 12"" deep",1125-1212-6SS_077,9.1,221110,0
1,1125,SS - 1820,1,0,0,0,090 Granite Grey,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6SS_090,6.5,221114,0
1,1125,SS - 1618,1,0,0,0,060 Ocean Blue,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SS_060,6.5,221115,0
1,1125,SS - 1616,1,0,0,0,028 Calypso Pink,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 16"" deep",1125-1616-6SS_028,5.1,221117,0
1,1125,SS - 1212,1,0,0,0,022 Chilli Red,Jay-Label: Attach Jay Label; 1111-0491-022: Change cushion outer cover border fabric to Chilli Red,"Spex Kidz Superhigh Contour Step cushion spare outer breathable cover, 12"" wide x 12"" deep",1125-1212-6SS_022,21.1,221118,0
1,1105,SS - 1212,1,1,1,1,077 Royal Purple,Jay-Label: Attach Jay Label; 1111-0491-077: Change cushion outer cover border fabric to Royal Purple,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 12"" wide x 12"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1212-0SS_077,21.9,221118,0
1,1105,SS - 1212,1,1,1,1,054 Leaf Green,,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 12"" wide x 12"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1212-0SS_054,44.1,221121,0
1,1105,HC - 119,1,1,1,1,000 Black,,"Spex Classic Kidz High-Contour adjustable cushion, 11"" wide x 9"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-11XX-0HC,20.1,221122,0
1,1125,SS - 1214,1,0,0,0,077 Royal Purple,,"Spex Kidz Superhigh Contour Step cushion spare outer breathable cover, 12"" wide x 14"" deep",1125-1214-6SS_077,4.11,221107,0
1,1105,SS - 1214,1,1,1,1,022 Chilli Red,1111-0491-022: Change cushion outer cover border fabric to Chilli Red; Jay-Label: Attach Jay Label,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 12"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1214-0SS_022,29.1,221108,0
1,1125,SS - 1214,1,0,0,0,060 Ocean Blue,Jay-Label: Attach Jay Label; 1111-0491-060: Change cushion outer cover border fabric to Ocean Blue,"Spex Kidz Superhigh Contour Step cushion spare outer breathable cover, 12"" wide x 14"" deep",1125-1214-6SS_060,29.2,221108,0
1,1105,SS - 1214,1,1,1,1,060 Ocean Blue,1111-0491-060: Change cushion outer cover border fabric to Ocean Blue,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 12"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1214-0SS_060,33.1,221109,0
1,1105,SS - 1616,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1616-0SS,2.3,221117,0
1,1125,HC - 1214,1,0,0,0,044 Bumblebee Yellow,,"Spex High Contour Cushion spare outer breathable cover, 12"" wide x 14"" deep",1125-1214-6HC_044,5.7,221117,0
1,1125,HC - 1214,1,0,0,0,044 Bumblebee Yellow,,"Spex High Contour Cushion spare outer breathable cover, 12"" wide x 14"" deep",1125-1214-6HC_044,5.8,221117,0
1,1145,SS - 1214,0,1,1,0,,,"SPEX cushion foam unit, 12"" wide x 14"" deep, Superhigh Contour Step",1145-1214-3SS,1.1,221121,0
1,1145,SS - 1214,0,1,1,0,,,"SPEX cushion foam unit, 12"" wide x 14"" deep, Superhigh Contour Step",1145-1214-3SS,1.2,221121,0
1,1105,HC - 1216,1,1,1,1,054 Leaf Green,,"Spex Classic Kidz High-Contour adjustable cushion, 12"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-12XX-0HC_054,21.1,221122,0
1,1105,HC - 1418,1,1,1,1,000 Black,,"Spex Classic High-Contour adjustable cushion, 14"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1418-0HC,22.2,221122,0
1,1105,SS - 1618,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1618-0SS,23.2,221122,0
1,1105,SS - 1216,1,1,1,1,000 Black,,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 12"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1216-0SS,15.1,221108,0
1,1105,SS - 1216,1,1,1,1,044 Bumblebee Yellow,,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 12"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1216-0SS_044,15.5,221108,0
1,1105,SS - 1216,1,1,1,1,000 Black,,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 12"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-12XX-0SS,21.1,221109,0
1,1105,SS - 1312,1,1,1,1,000 Black,,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 13"" wide x 12"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1312-0SS,28.1,221121,0
1,1105,SS - 1314,1,1,1,1,028 Calypso Pink,,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 13"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1314-0SS_028,19.1,221107,0
1,1105,SS - 1314,1,1,1,1,000 Black,Jay-Label: Attach Jay Label,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 13"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1314-0SS,17.1,221110,0
1,1125,SS - 1314,1,0,0,0,000 Black,Jay-Label: Attach Jay Label,"Spex Kidz Superhigh Contour Step cushion spare outer breathable cover, 13"" wide x 14"" deep",1125-1314-6SS,17.2,221110,0
1,1110,00 - 1918,0,0,0,0,,,"Cushion Rigidiser 19""x18""",1110-1918-200,25.1,221114,1
1,1145,HC - 2020,0,1,1,0,,,"spex cushion foam unit, 20"" wide x 20"" deep, high contour",1145-2020-3HC,2.1,221114,0
1,1105,SS - 1314,1,1,1,1,028 Calypso Pink,,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 13"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1314-0SS_028,20.1,221121,0
1,1105,SS - 1314,1,1,1,1,000 Black,,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 13"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1314-0SS,28.2,221121,0
1,1125,SS - 1618,1,0,0,0,060 Ocean Blue,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SS_060,6.6,221115,0
1,1125,HC - 1717,1,0,0,0,077 Royal Purple,,"Spex High Contour Cushion spare outer breathable cover, 17"" wide x 17"" deep",1125-1717-6HC_077,6.8,221115,0
1,1126,SC - 2019,1,0,0,0,077 Royal Purple,"Medifab-Note: Medifab Manufacturing Notes. Note: Custom Hinge placement (9.5"" back from the front of the cushion); 1125-UPGR-002: Merino upgrade to top surface of cushion ","SPEX Flex cushion outer cover, Custom, Standard Contour ; 20"" wide x 19"" deep.",1126-2929-6SC_077,38.1,221115,0
1,1145,HC - 1214,0,1,1,0,,,"spex cushion foam unit, 12"" wide x 14"" deep, high contour",1145-1214-3HC,3.1,221115,0
1,1145,SS - 1316,0,1,1,0,,,"SPEX Cushion, Foam Unit, 13"" wide x 16"" deep, Superhigh Contour Step",1145-1316-3SS,2.11,221118,0
1,1145,SS - 1316,0,1,1,0,,,"SPEX Cushion, Foam Unit, 13"" wide x 16"" deep, Superhigh Contour Step",1145-1316-3SS,2.12,221118,0
1,1145,SS - 1316,0,1,1,0,,,"SPEX Cushion, Foam Unit, 13"" wide x 16"" deep, Superhigh Contour Step",1145-1316-3SS,1.3,221121,0
1,1145,HC - 1214,0,1,1,0,,,"spex cushion foam unit, 12"" wide x 14"" deep, high contour",1145-1214-3HC,3.11,221115,0
1,1125,SS - 1414,1,0,0,0,028 Calypso Pink,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SS_028,4.14,221107,0
1,1125,SS - 1414,1,0,0,0,028 Calypso Pink,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SS_028,4.15,221107,0
1,1125,SS - 1414,1,0,0,0,028 Calypso Pink,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SS_028,4.16,221107,0
1,1105,SS - 1414,1,1,1,1,000 Black,Jay-Label: Attach Jay Label,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1414-0SS,12.1,221107,0
1,1125,SS - 1414,1,0,0,0,000 Black,Jay-Label: Attach Jay Label,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SS,12.2,221107,0
1,1105,SS - 1414,1,1,1,1,030 Mango Orange,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1414-0SS_030,34.1,221109,0
1,1125,SS - 1414,1,0,0,0,030 Mango Orange,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SS_030,34.2,221109,0
1,1145,HC - 1214,0,1,1,0,,,"spex cushion foam unit, 12"" wide x 14"" deep, high contour",1145-1214-3HC,3.12,221115,0
1,1145,HC - 1214,0,1,1,0,,,"spex cushion foam unit, 12"" wide x 14"" deep, high contour",1145-1214-3HC,3.6,221115,0
1,1145,HC - 1214,0,1,1,0,,,"spex cushion foam unit, 12"" wide x 14"" deep, high contour",1145-1214-3HC,3.7,221115,0
1,1145,HC - 1214,0,1,1,0,,,"spex cushion foam unit, 12"" wide x 14"" deep, high contour",1145-1214-3HC,3.8,221115,0
1,1110,00 - 14TBC,0,0,0,0,,,"Cushion Rigidiser 14"" wide x Custom depth 18""",1110-14XX-200,17.3,221116,1
1,1145,HC - 1616,0,1,1,0,,,"spex cushion foam unit, 16"" wide x 16"" deep, high contour",1145-1616-3HC,3.12,221116,0
1,1145,HC - 1616,0,1,1,0,,,"spex cushion foam unit, 16"" wide x 16"" deep, high contour",1145-1616-3HC,3.13,221116,0
1,1145,HC - 1616,0,1,1,0,,,"spex cushion foam unit, 16"" wide x 16"" deep, high contour",1145-1616-3HC,3.14,221116,0
1,1125,SC - 1620,1,0,0,0,044 Bumblebee Yellow,,"Spex Standard Contour cushion spare outer breathable cover, 16"" wide x 20"" deep",1125-1620-6SC_044,46.1,221117,0
1,1103,SC - 1616,1,1,0,1,044 Bumblebee Yellow,"1111-0295-000: Custom Inbuilt Thigh Guides (Spec Dimen). Dimensions: P = [25cm], Q = [14cm]","Vigour Standard Contour cushion, 16"" wide x 16"" deep, contoured with ischial and coccyx pressure care. Includes outer breathable cover and internal incontinence cover",1103-1616-0SC_044,31.1,221117,0
1,1125,HC - 1616,1,0,0,0,060 Ocean Blue,Jay-Label: Attach Jay Label; 1111-0491-060: Change cushion outer cover border fabric to Ocean Blue,"Spex High Contour Cushion spare outer breathable cover, 16"" wide x 16"" deep",1125-1616-6HC_060,12.2,221117,0
1,1125,SS - 1616,1,0,0,0,060 Ocean Blue,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 16"" deep",1125-1616-6SS_060,5.11,221117,0
1,1125,SS - 1414,1,0,0,0,090 Granite Grey,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SS_090,4.3,221118,0
1,1125,SS - 1414,1,0,0,0,090 Granite Grey,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SS_090,4.4,221118,0
1,1125,SS - 1414,1,0,0,0,022 Chilli Red,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SS_022,3.5,221121,0
1,1125,SS - 1414,1,0,0,0,077 Royal Purple,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SS_077,3.6,221121,0
1,1125,SS - 1414,1,0,0,0,077 Royal Purple,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 14"" deep",1125-1414-6SS_077,3.7,221121,0
1,1105,SS - 1414,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1414-0SS,45.7,221121,0
1,1105,SS - 1414,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1414-0SS,45.7,221121,0
1,1105,SS - 1414,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1414-0SS,45.8,221121,0
1,1105,SS - 1415,1,1,1,1,030 Mango Orange,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 15"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-14XX-0SS_030,44.1,221104,0
1,1125,SS - 1415,1,0,0,0,030 Mango Orange,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 15"" deep",1125-14XX-6SS_030,44.2,221104,0
1,1145,HC - 1214,0,1,1,0,,,"spex cushion foam unit, 12"" wide x 14"" deep, high contour",1145-1214-3HC,3.9,221115,0
1,1135,HC - 1517,0,0,0,1,,,"Spex High-Contour Cushion incontinence cover, 15"" wide x 17"" deep",1135-15XX-7HC,15.3,221115,0
1,1123,HC - 1618,1,0,0,0,077 Royal Purple,,"Vigour High Contour Cushion spare outer breathable cover, 16"" wide x 18"" deep",1123-1618-6HC_077,5.2,221117,0
1,1105,SS - 1416,1,1,1,1,090 Granite Grey,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS_090,20.1,221107,0
1,1105,SS - 1416,1,1,1,1,000 Black,1111-0292-000: Cushion cut-out For Leg Length Discrepancy. Dimension T = [45mm]. User's side=[right side]; Jay-Label: Attach Jay Label,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS,24.3,221109,0
1,1125,SS - 1416,1,0,0,0,000 Black,Jay-Label: Attach Jay Label; 1111-0292-000: Cushion cut-out For Leg Length Discrepancy. Dimension T =Dimension T = [45mm]. User's side=[right side],"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 16"" deep",1125-1416-6SS,24.4,221109,0
1,1145,HC - 2020,0,1,1,0,,,"spex cushion foam unit, 20"" wide x 20"" deep, high contour",1145-2020-3HC,2.11,221114,0
1,1145,HC - 2020,0,1,1,0,,,"spex cushion foam unit, 20"" wide x 20"" deep, high contour",1145-2020-3HC,1.3,221115,0
1,1145,SS - 1316,0,1,1,0,,,"SPEX Cushion, Foam Unit, 13"" wide x 16"" deep, Superhigh Contour Step",1145-1316-3SS,3.13,221115,0
1,1145,SS - 1316,0,1,1,0,,,"SPEX Cushion, Foam Unit, 13"" wide x 16"" deep, Superhigh Contour Step",1145-1316-3SS,3.14,221115,0
1,1145,SS - 1316,0,1,1,0,,,"SPEX Cushion, Foam Unit, 13"" wide x 16"" deep, Superhigh Contour Step",1145-1316-3SS,3.15,221115,0
1,1145,SS - 1316,0,1,1,0,,,"SPEX Cushion, Foam Unit, 13"" wide x 16"" deep, Superhigh Contour Step",1145-1316-3SS,3.16,221115,0
1,1145,HC - 1616,0,1,1,0,,,"spex cushion foam unit, 16"" wide x 16"" deep, high contour",1145-1616-3HC,3.15,221116,0
1,1145,HC - 1618,0,1,1,0,,,"spex cushion foam unit, 16"" wide x 18"" deep, high contour",1145-1618-3HC,3.16,221116,0
1,1145,HC - 1618,0,1,1,0,,,"spex cushion foam unit, 16"" wide x 18"" deep, high contour",1145-1618-3HC,3.17,221116,0
1,1145,SH - 1414,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 14"" deep, Superhigh Contour ",1145-1414-3SH,3.1,221116,0
1,1145,SH - 1414,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 14"" deep, Superhigh Contour ",1145-1414-3SH,3.2,221116,0
1,1145,SH - 1414,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 14"" deep, Superhigh Contour ",1145-1414-3SH,3.3,221116,0
1,1145,SH - 1718,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 18"" deep, Superhigh Contour ",1145-1718-3SH,3.19,221116,0
1,1123,HC - 1818,1,0,0,0,077 Royal Purple,,"Vigour High Contour Cushion spare outer breathable cover, 18"" wide x 18"" deep",1123-1818-6HC_077,5.5,221117,0
1,1105,SS - 1616,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1616-0SS,2.4,221117,0
1,1105,SS - 1717,1,1,1,1,000 Black,Jay-Label: Attach Jay Label,"Spex Classic Superhigh Contour Step adjustable cushion, 17"" wide x 17"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1717-0SS,17.1,221117,0
1,1125,HC - 1820,1,0,0,0,090 Granite Grey,Note: Spex Manufacturing Notes. Note: allow for waffle gel in ischial region,"Spex High Contour Cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6HC_090,43.3,221117,0
1,1125,SC - 1313,1,0,0,0,090 Granite Grey,,"Spex Kidz Standard Contour cushion spare outer breathable cover, 13"" wide x13"" deep",1125-13XX-6SC_090,22.3,221117,0
1,1125,SS - 1416,1,0,0,0,090 Granite Grey,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 16"" deep",1125-1416-6SS_090,33.1,221117,0
1,1125,SS - 1818,1,0,0,0,090 Granite Grey,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SS_090,5.16,221117,0
1,1110,00 - 1312,0,0,0,0,,,"Cushion Rigidiser 13""x12""",1110-1312-200,22.1,221117,1
1,1110,00 - 1418,0,0,0,0,,,"Cushion Rigidiser Custom size up to 20"" wide14"" wide x 18""  long",1110-2929-200,29.1,221117,1
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,2.13,221118,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,2.14,221118,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,2.15,221118,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,2.16,221118,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,2.17,221118,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,2.18,221118,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,2.19,221118,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,2.2,221118,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,2.21,221118,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,2.22,221118,0
1,1125,SS - 1416,1,0,0,0,054 Leaf Green,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 16"" deep",1125-1416-6SS_054,4.11,221118,0
1,1125,SS - 1416,1,0,0,0,030 Mango Orange,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 16"" deep",1125-1416-6SS_030,3.12,221121,0
1,1105,SS - 1416,1,1,1,1,000 Black,Jay-Label: Attach Jay Label,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS,15.1,221121,0
1,1125,SS - 1416,1,0,0,0,000 Black,Jay-Label: Attach Jay Label,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 16"" deep",1125-1416-6SS,15.2,221121,0
1,1105,SS - 1416,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS,28.3,221121,0
1,1105,SS - 1416,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS,28.3,221121,0
1,1105,SS - 1416,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS,28.3,221121,0
1,1105,SS - 1416,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS,28.4,221121,0
1,1105,SS - 1416,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS,28.5,221121,0
1,1105,SS - 1416,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS,45.1,221121,0
1,1105,SS - 1416,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS,45.1,221121,0
1,1105,SS - 1416,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS,45.1,221121,0
1,1105,SS - 1416,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS,45.1,221121,0
1,1105,SS - 1416,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS,45.2,221121,0
1,1105,SS - 1416,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS,45.3,221121,0
1,1105,SS - 1416,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS,45.4,221121,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.2,221122,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.3,221122,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.4,221122,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.5,221122,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.6,221122,0
1,1105,SS - 1514,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 15"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1514-0SS,24.1,221122,0
1,1105,SS - 1416,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS,24.13,221122,0
1,1105,SS - 1618,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1618-0SS,24.14,221122,0
